delivery_id,order_id,driver_id,delivery_distance_km,preparation_time_minutes,delivery_time_minutes,tip_amount
DEL_03812,ORD_03812,DRV_0388,16.75,24.0,103.8,16.79
DEL_03813,ORD_03813,DRV_0493,2.06,20.0,39.9,15.34
DEL_03814,ORD_03814,DRV_0369,9.27,20.0,80.5,18.28
DEL_03815,ORD_03815,DRV_0134,1.48,17.0,38.8,16.19
DEL_03816,ORD_03816,DRV_0323,3.51,21.0,63.3,16.65
DEL_03817,ORD_03817,DRV_0077,5.44,32.0,62.2,28.94
DEL_03818,ORD_03818,DRV_0447,5.42,37.0,94.7,17.48
DEL_03819,ORD_03819,DRV_0471,8.06,33.0,89.0,25.99
DEL_03820,ORD_03820,DRV_0483,3.21,17.0,33.8,29.83
DEL_03821,ORD_03821,DRV_0346,4.58,36.0,65.0,8.64
DEL_03822,ORD_03822,DRV_0116,4.88,19.0,57.8,16.06
DEL_03823,ORD_03823,DRV_0201,10.25,21.0,87.6,34.66
DEL_03824,ORD_03824,DRV_0087,4.22,19.0,42.4,18.56
DEL_03825,ORD_03825,DRV_0068,3.13,28.0,65.6,51.5
DEL_03826,ORD_03826,DRV_0418,7.35,30.0,82.8,19.46
DEL_03827,ORD_03827,DRV_0101,4.21,30.0,87.1,13.6
DEL_03828,ORD_03828,DRV_0456,8.24,33.0,72.5,23.09
DEL_03829,ORD_03829,DRV_0162,8.24,39.0,86.2,15.84
DEL_03830,ORD_03830,DRV_0313,0.99,17.0,26.7,18.81
DEL_03831,ORD_03831,DRV_0421,15.8,18.0,109.7,33.1
DEL_03832,ORD_03832,DRV_0390,1.58,18.0,35.6,37.08
DEL_03833,ORD_03833,DRV_0071,4.84,33.0,71.2,20.56
DEL_03834,ORD_03834,DRV_0173,2.69,23.0,56.7,16.73
DEL_03835,ORD_03835,DRV_0169,2.56,30.0,31.2,25.38
DEL_03836,ORD_03836,DRV_0103,1.93,37.0,68.3,29.15
DEL_03837,ORD_03837,DRV_0228,7.59,17.0,76.6,15.4
DEL_03838,ORD_03838,DRV_0133,3.29,11.0,50.2,21.79
DEL_03839,ORD_03839,DRV_0060,9.05,21.0,77.4,72.62
DEL_03840,ORD_03840,DRV_0451,3.22,21.0,45.7,19.13
DEL_03841,ORD_03841,DRV_0145,3.17,35.0,78.0,43.14
DEL_03842,ORD_03842,DRV_0211,2.13,28.0,52.9,39.46
DEL_03843,ORD_03843,DRV_0109,3.89,20.0,67.7,28.03
DEL_03844,ORD_03844,DRV_0193,0.8,39.0,61.7,42.86
DEL_03845,ORD_03845,DRV_0357,8.86,19.0,79.1,26.9
DEL_03846,ORD_03846,DRV_0183,5.46,36.0,75.2,42.86
DEL_03847,ORD_03847,DRV_0009,4.3,17.0,58.8,19.25
DEL_03848,ORD_03848,DRV_0132,0.86,34.0,67.8,14.52
DEL_03849,ORD_03849,DRV_0426,2.26,37.0,69.8,26.18
DEL_03850,ORD_03850,DRV_0430,0.62,16.0,29.1,25.32
DEL_03851,ORD_03851,DRV_0074,1.71,31.0,66.8,20.82
DEL_03852,ORD_03852,DRV_0096,4.0,18.0,63.5,25.1
DEL_03853,ORD_03853,DRV_0129,5.65,16.0,55.3,133.93
DEL_03854,ORD_03854,DRV_0343,2.23,28.0,64.1,57.63
DEL_03855,ORD_03855,DRV_0371,2.0,32.0,48.7,34.48
DEL_03856,ORD_03856,DRV_0401,6.72,25.0,74.2,22.71
DEL_03857,ORD_03857,DRV_0372,4.46,11.0,62.5,25.11
DEL_03858,ORD_03858,DRV_0222,7.24,15.0,70.0,28.96
DEL_03859,ORD_03859,DRV_0128,10.07,24.0,93.0,15.49
DEL_03860,ORD_03860,DRV_0347,5.15,18.0,53.7,61.35
DEL_03861,ORD_03861,DRV_0335,2.92,23.0,59.9,45.3
DEL_03862,ORD_03862,DRV_0374,3.54,31.0,58.4,20.46
DEL_03863,ORD_03863,DRV_0486,3.82,32.0,61.7,69.63
DEL_03864,ORD_03864,DRV_0007,3.48,23.0,70.7,20.86
DEL_03865,ORD_03865,DRV_0225,5.5,25.0,85.3,82.94
DEL_03866,ORD_03866,DRV_0389,4.38,34.0,47.3,26.98
DEL_03867,ORD_03867,DRV_0436,2.05,38.0,65.0,13.35
DEL_03868,ORD_03868,DRV_0116,1.52,24.0,45.3,26.95
DEL_03869,ORD_03869,DRV_0103,3.98,29.0,67.0,59.64
DEL_03870,ORD_03870,DRV_0226,0.51,29.0,56.3,35.99
DEL_03871,ORD_03871,DRV_0053,8.37,16.0,65.1,28.72
DEL_03872,ORD_03872,DRV_0375,2.61,19.0,35.5,24.51
DEL_03873,ORD_03873,DRV_0003,11.13,17.0,71.6,23.29
DEL_03874,ORD_03874,DRV_0318,9.33,24.0,82.2,25.64
DEL_03875,ORD_03875,DRV_0032,9.47,32.0,89.8,18.11
DEL_03876,ORD_03876,DRV_0258,2.98,35.0,64.4,23.06
DEL_03877,ORD_03877,DRV_0080,1.61,38.0,60.5,31.55
DEL_03878,ORD_03878,DRV_0124,5.39,6.0,58.6,27.14
DEL_03879,ORD_03879,DRV_0337,6.25,26.0,55.2,45.47
DEL_03880,ORD_03880,DRV_0309,1.54,22.0,46.2,11.08
DEL_03881,ORD_03881,DRV_0396,16.26,43.0,118.2,57.31
DEL_03882,ORD_03882,DRV_0380,2.07,35.0,51.3,21.2
DEL_03883,ORD_03883,DRV_0389,2.93,15.0,38.2,17.17
DEL_03884,ORD_03884,DRV_0260,6.56,15.0,60.3,22.7
DEL_03885,ORD_03885,DRV_0312,6.16,36.0,73.5,6.92
DEL_03886,ORD_03886,DRV_0336,3.43,34.0,61.8,43.75
DEL_03887,ORD_03887,DRV_0210,3.32,15.0,63.5,15.54
DEL_03888,ORD_03888,DRV_0448,3.23,32.0,65.6,51.2
DEL_03889,ORD_03889,DRV_0045,8.33,25.0,52.0,31.0
DEL_03890,ORD_03890,DRV_0444,5.22,10.0,41.7,18.05
DEL_03891,ORD_03891,DRV_0404,2.51,33.0,64.0,36.72
DEL_03892,ORD_03892,DRV_0309,4.07,15.0,59.3,38.77
DEL_03893,ORD_03893,DRV_0329,7.44,33.0,79.8,19.84
DEL_03894,ORD_03894,DRV_0272,2.95,16.0,56.1,31.59
DEL_03895,ORD_03895,DRV_0227,5.75,18.0,78.5,30.75
DEL_03896,ORD_03896,DRV_0349,2.88,19.0,53.5,18.1
DEL_03897,ORD_03897,DRV_0113,1.71,20.0,57.4,71.38
DEL_03898,ORD_03898,DRV_0030,3.28,38.0,51.0,25.26
DEL_03899,ORD_03899,DRV_0276,5.1,32.0,55.4,18.11
DEL_03900,ORD_03900,DRV_0362,16.04,18.0,111.9,66.75
DEL_03901,ORD_03901,DRV_0214,4.28,32.0,59.0,25.39
DEL_03902,ORD_03902,DRV_0087,3.68,34.0,61.6,26.14
DEL_03903,ORD_03903,DRV_0436,2.75,29.0,65.7,23.43
DEL_03904,ORD_03904,DRV_0292,4.93,38.0,93.9,26.6
DEL_03905,ORD_03905,DRV_0022,3.94,31.0,60.4,27.31
DEL_03906,ORD_03906,DRV_0385,3.34,30.0,52.7,14.38
DEL_03907,ORD_03907,DRV_0021,2.57,24.0,45.2,47.81
DEL_03908,ORD_03908,DRV_0176,0.62,17.0,47.7,39.77
DEL_03909,ORD_03909,DRV_0491,5.66,22.0,81.4,20.75
DEL_03910,ORD_03910,DRV_0467,3.27,27.0,71.8,60.16
DEL_03911,ORD_03911,DRV_0456,1.59,21.0,48.6,32.88
DEL_03912,ORD_03912,DRV_0261,3.62,7.0,36.5,19.4
DEL_03913,ORD_03913,DRV_0376,3.3,17.0,52.6,25.57
DEL_03914,ORD_03914,DRV_0168,0.55,14.0,21.9,20.26
DEL_03915,ORD_03915,DRV_0221,1.24,16.0,23.3,30.46
DEL_03916,ORD_03916,DRV_0082,1.32,30.0,63.9,24.59
DEL_03917,ORD_03917,DRV_0477,11.89,14.0,66.4,37.35
DEL_03918,ORD_03918,DRV_0079,5.42,12.0,43.9,28.07
DEL_03919,ORD_03919,DRV_0498,2.58,19.0,65.2,16.35
DEL_03920,ORD_03920,DRV_0301,3.43,17.0,52.3,21.84
DEL_03921,ORD_03921,DRV_0159,4.0,21.0,43.9,55.82
DEL_03922,ORD_03922,DRV_0143,6.85,38.0,80.9,25.57
DEL_03923,ORD_03923,DRV_0314,8.11,22.0,69.4,12.8
DEL_03924,ORD_03924,DRV_0437,9.64,15.0,76.3,20.5
DEL_03925,ORD_03925,DRV_0045,1.44,18.0,66.8,12.94
DEL_03926,ORD_03926,DRV_0451,3.53,36.0,59.7,14.69
DEL_03927,ORD_03927,DRV_0236,2.88,26.0,43.3,24.6
DEL_03928,ORD_03928,DRV_0492,1.67,13.0,55.6,21.84
DEL_03929,ORD_03929,DRV_0170,10.04,8.0,76.3,33.04
DEL_03930,ORD_03930,DRV_0225,8.87,32.0,100.8,68.86
DEL_03931,ORD_03931,DRV_0408,6.99,17.0,48.9,17.68
DEL_03932,ORD_03932,DRV_0294,9.21,18.0,78.4,15.0
DEL_03933,ORD_03933,DRV_0307,2.94,20.0,41.4,32.3
DEL_03934,ORD_03934,DRV_0280,5.0,23.0,73.4,28.63
DEL_03935,ORD_03935,DRV_0461,9.12,11.0,64.0,26.47
DEL_03936,ORD_03936,DRV_0091,7.41,28.0,78.7,44.73
DEL_03937,ORD_03937,DRV_0417,8.06,16.0,72.3,23.69
DEL_03938,ORD_03938,DRV_0147,6.08,31.0,67.0,21.8
DEL_03939,ORD_03939,DRV_0281,5.14,22.0,59.0,20.96
DEL_03940,ORD_03940,DRV_0070,3.04,17.0,69.6,47.88
DEL_03941,ORD_03941,DRV_0481,8.31,22.0,84.4,38.83
DEL_03942,ORD_03942,DRV_0473,9.72,38.0,105.5,51.95
DEL_03943,ORD_03943,DRV_0471,2.64,18.0,70.6,22.66
DEL_03944,ORD_03944,DRV_0049,4.04,27.0,50.8,14.68
DEL_03945,ORD_03945,DRV_0017,1.17,10.0,46.3,34.34
DEL_03946,ORD_03946,DRV_0149,2.63,32.0,56.5,23.72
DEL_03947,ORD_03947,DRV_0043,6.94,25.0,69.7,22.46
DEL_03948,ORD_03948,DRV_0212,10.91,28.0,88.1,45.98
DEL_03949,ORD_03949,DRV_0204,5.44,33.0,82.3,27.41
DEL_03950,ORD_03950,DRV_0205,5.3,27.0,75.9,15.66
DEL_03951,ORD_03951,DRV_0338,15.19,36.0,103.3,16.79
DEL_03952,ORD_03952,DRV_0406,5.19,28.0,72.6,41.16
DEL_03953,ORD_03953,DRV_0063,5.89,22.0,69.5,18.05
DEL_03954,ORD_03954,DRV_0024,9.24,42.0,81.6,33.09
DEL_03955,ORD_03955,DRV_0033,4.7,26.0,71.4,6.59
DEL_03956,ORD_03956,DRV_0451,8.07,26.0,74.3,50.89
DEL_03957,ORD_03957,DRV_0209,6.55,32.0,66.0,14.49
DEL_03958,ORD_03958,DRV_0487,2.18,38.0,62.1,59.81
DEL_03959,ORD_03959,DRV_0480,0.5,34.0,63.1,13.16
DEL_03960,ORD_03960,DRV_0273,1.49,37.0,70.8,28.3
DEL_03961,ORD_03961,DRV_0176,4.66,20.0,73.0,40.96
DEL_03962,ORD_03962,DRV_0044,8.91,39.0,85.5,25.33
DEL_03963,ORD_03963,DRV_0153,4.15,21.0,34.2,18.44
DEL_03964,ORD_03964,DRV_0456,4.13,20.0,59.6,17.41
DEL_03965,ORD_03965,DRV_0363,3.49,18.0,68.6,12.23
DEL_03966,ORD_03966,DRV_0355,3.05,32.0,61.6,32.84
DEL_03967,ORD_03967,DRV_0188,19.41,30.0,129.5,20.08
DEL_03968,ORD_03968,DRV_0285,5.1,16.0,72.9,34.85
DEL_03969,ORD_03969,DRV_0012,2.99,27.0,61.1,35.08
DEL_03970,ORD_03970,DRV_0356,5.0,34.0,74.0,23.18
DEL_03971,ORD_03971,DRV_0383,5.35,13.0,63.7,51.37
DEL_03972,ORD_03972,DRV_0137,2.23,30.0,49.4,16.57
DEL_03973,ORD_03973,DRV_0474,10.17,27.0,101.2,21.69
DEL_03974,ORD_03974,DRV_0086,3.45,26.0,54.6,23.53
DEL_03975,ORD_03975,DRV_0053,10.01,33.0,81.2,2.73
DEL_03976,ORD_03976,DRV_0061,3.11,32.0,74.3,74.3
DEL_03977,ORD_03977,DRV_0415,2.62,20.0,58.0,15.78
DEL_03978,ORD_03978,DRV_0113,11.86,25.0,100.0,27.61
DEL_03979,ORD_03979,DRV_0304,10.36,41.0,93.6,42.34
DEL_03980,ORD_03980,DRV_0108,3.4,22.0,60.2,41.17
DEL_03981,ORD_03981,DRV_0478,3.03,13.0,50.3,46.42
DEL_03982,ORD_03982,DRV_0335,6.61,16.0,68.7,26.3
DEL_03983,ORD_03983,DRV_0303,1.82,24.0,58.6,35.3
DEL_03984,ORD_03984,DRV_0417,5.83,14.0,68.0,33.48
DEL_03985,ORD_03985,DRV_0067,9.35,33.0,82.6,13.04
DEL_03986,ORD_03986,DRV_0482,3.51,39.0,78.1,23.55
DEL_03987,ORD_03987,DRV_0320,9.58,32.0,77.0,23.01
DEL_03988,ORD_03988,DRV_0122,8.69,20.0,67.7,56.99
DEL_03989,ORD_03989,DRV_0254,6.05,38.0,74.3,12.94
DEL_03990,ORD_03990,DRV_0401,15.38,36.0,133.3,17.54
DEL_03991,ORD_03991,DRV_0300,1.85,29.0,40.2,12.0
DEL_03992,ORD_03992,DRV_0005,1.85,25.0,38.4,33.02
DEL_03993,ORD_03993,DRV_0350,9.46,26.0,74.1,19.62
DEL_03994,ORD_03994,DRV_0446,1.82,24.0,55.7,9.38
DEL_03995,ORD_03995,DRV_0235,4.07,15.0,47.0,22.81
DEL_03996,ORD_03996,DRV_0499,4.96,11.0,44.2,29.44
DEL_03997,ORD_03997,DRV_0447,9.19,27.0,98.9,17.27
DEL_03998,ORD_03998,DRV_0335,4.68,23.0,61.0,30.82
DEL_03999,ORD_03999,DRV_0039,1.57,39.0,36.2,19.28
DEL_04000,ORD_04000,DRV_0200,6.58,15.0,74.3,13.4
DEL_04001,ORD_04001,DRV_0170,6.93,35.0,86.5,4.68
DEL_04002,ORD_04002,DRV_0358,4.56,37.0,78.5,14.6
DEL_04003,ORD_04003,DRV_0348,3.61,11.0,49.5,22.42
DEL_04004,ORD_04004,DRV_0021,8.33,18.0,89.0,49.72
DEL_04005,ORD_04005,DRV_0175,5.79,16.0,66.7,47.31
DEL_04006,ORD_04006,DRV_0074,4.25,30.0,60.5,25.74
DEL_04007,ORD_04007,DRV_0284,9.15,24.0,61.1,60.78
DEL_04008,ORD_04008,DRV_0149,4.23,21.0,58.5,34.13
DEL_04009,ORD_04009,DRV_0113,4.51,36.0,65.2,26.22
DEL_04010,ORD_04010,DRV_0284,2.59,37.0,65.2,72.02
DEL_04011,ORD_04011,DRV_0086,8.68,10.0,70.0,30.95
DEL_04012,ORD_04012,DRV_0102,4.12,32.0,86.3,23.47
DEL_04013,ORD_04013,DRV_0019,3.14,36.0,53.9,42.33
DEL_04014,ORD_04014,DRV_0063,7.32,28.0,79.9,15.5
DEL_04015,ORD_04015,DRV_0116,2.44,18.0,46.9,11.24
DEL_04016,ORD_04016,DRV_0180,4.86,21.0,47.5,22.0
DEL_04017,ORD_04017,DRV_0038,4.68,38.0,80.0,19.93
DEL_04018,ORD_04018,DRV_0302,8.7,38.0,79.5,37.65
DEL_04019,ORD_04019,DRV_0408,4.31,18.0,57.3,19.31
DEL_04020,ORD_04020,DRV_0092,8.19,36.0,84.7,36.14
DEL_04021,ORD_04021,DRV_0173,5.56,15.0,55.3,34.34
DEL_04022,ORD_04022,DRV_0205,3.7,28.0,64.6,22.65
DEL_04023,ORD_04023,DRV_0009,16.35,23.0,106.1,29.98
DEL_04024,ORD_04024,DRV_0009,4.8,33.0,75.5,23.71
DEL_04025,ORD_04025,DRV_0021,8.42,20.0,66.1,16.12
DEL_04026,ORD_04026,DRV_0024,3.87,37.0,54.1,37.19
DEL_04027,ORD_04027,DRV_0095,0.5,33.0,40.4,17.38
DEL_04028,ORD_04028,DRV_0192,6.04,37.0,93.8,19.95
DEL_04029,ORD_04029,DRV_0349,1.28,20.0,42.4,44.75
DEL_04030,ORD_04030,DRV_0296,4.09,16.0,43.0,38.8
DEL_04031,ORD_04031,DRV_0458,4.2,33.0,74.4,24.26
DEL_04032,ORD_04032,DRV_0180,1.03,33.0,46.3,32.11
DEL_04033,ORD_04033,DRV_0388,4.6,22.0,70.1,24.94
DEL_04034,ORD_04034,DRV_0131,3.99,41.0,72.4,42.77
DEL_04035,ORD_04035,DRV_0397,3.67,35.0,55.7,30.14
DEL_04036,ORD_04036,DRV_0021,3.15,20.0,62.3,23.07
DEL_04037,ORD_04037,DRV_0008,3.95,13.0,55.0,38.95
DEL_04038,ORD_04038,DRV_0376,6.13,17.0,65.1,27.41
DEL_04039,ORD_04039,DRV_0201,10.77,28.0,79.4,26.32
DEL_04040,ORD_04040,DRV_0366,5.63,16.0,54.4,18.44
DEL_04041,ORD_04041,DRV_0385,6.96,32.0,63.5,39.76
DEL_04042,ORD_04042,DRV_0014,2.27,26.0,35.5,35.1
DEL_04043,ORD_04043,DRV_0332,11.95,20.0,74.0,12.39
DEL_04044,ORD_04044,DRV_0036,1.6,37.0,61.7,9.63
DEL_04045,ORD_04045,DRV_0406,7.84,32.0,85.3,26.66
DEL_04046,ORD_04046,DRV_0373,1.76,21.0,34.7,30.0
DEL_04047,ORD_04047,DRV_0164,0.64,39.0,43.3,9.76
DEL_04048,ORD_04048,DRV_0045,1.24,29.0,57.3,34.51
DEL_04049,ORD_04049,DRV_0144,14.19,23.0,108.6,32.97
DEL_04050,ORD_04050,DRV_0011,3.42,12.0,47.3,32.55
DEL_04051,ORD_04051,DRV_0323,5.8,41.0,61.9,28.49
DEL_04052,ORD_04052,DRV_0354,3.77,23.0,60.5,40.38
DEL_04053,ORD_04053,DRV_0409,1.96,26.0,55.1,23.94
DEL_04054,ORD_04054,DRV_0346,6.92,28.0,80.8,24.75
DEL_04055,ORD_04055,DRV_0451,5.23,20.0,66.2,35.93
DEL_04056,ORD_04056,DRV_0212,3.53,23.0,45.0,34.73
DEL_04057,ORD_04057,DRV_0415,3.97,25.0,47.2,24.85
DEL_04058,ORD_04058,DRV_0113,2.16,34.0,68.3,62.31
DEL_04059,ORD_04059,DRV_0449,7.78,16.0,65.6,51.41
DEL_04060,ORD_04060,DRV_0346,3.44,37.0,77.1,13.46
DEL_04061,ORD_04061,DRV_0345,5.38,21.0,65.4,22.47
DEL_04062,ORD_04062,DRV_0011,2.47,17.0,35.7,23.65
DEL_04063,ORD_04063,DRV_0336,1.22,7.0,45.8,35.01
DEL_04064,ORD_04064,DRV_0340,5.2,26.0,58.4,51.5
DEL_04065,ORD_04065,DRV_0362,5.02,15.0,86.0,30.61
DEL_04066,ORD_04066,DRV_0372,4.56,27.0,53.1,21.85
DEL_04067,ORD_04067,DRV_0166,6.17,35.0,73.3,13.86
DEL_04068,ORD_04068,DRV_0258,3.27,22.0,52.9,15.16
DEL_04069,ORD_04069,DRV_0054,3.35,18.0,38.9,4.7
DEL_04070,ORD_04070,DRV_0093,11.58,6.0,70.8,32.34
DEL_04071,ORD_04071,DRV_0263,2.72,10.0,42.0,40.15
DEL_04072,ORD_04072,DRV_0433,3.68,39.0,60.4,11.7
DEL_04073,ORD_04073,DRV_0296,7.79,32.0,67.1,26.36
DEL_04074,ORD_04074,DRV_0045,6.57,15.0,37.4,42.96
DEL_04075,ORD_04075,DRV_0438,4.17,29.0,61.0,12.89
DEL_04076,ORD_04076,DRV_0217,3.78,14.0,45.7,56.04
DEL_04077,ORD_04077,DRV_0189,3.02,26.0,52.8,67.44
DEL_04078,ORD_04078,DRV_0388,6.29,24.0,70.8,22.83
DEL_04079,ORD_04079,DRV_0107,5.52,37.0,88.4,33.18
DEL_04080,ORD_04080,DRV_0290,2.09,29.0,53.7,32.57
DEL_04081,ORD_04081,DRV_0473,6.23,15.0,47.9,35.27
DEL_04082,ORD_04082,DRV_0008,6.32,25.0,99.4,32.58
DEL_04083,ORD_04083,DRV_0032,4.65,19.0,51.0,19.93
DEL_04084,ORD_04084,DRV_0402,4.21,19.0,41.0,84.39
DEL_04085,ORD_04085,DRV_0168,13.18,28.0,94.2,13.83
DEL_04086,ORD_04086,DRV_0331,4.14,24.0,65.8,23.68
DEL_04087,ORD_04087,DRV_0440,3.57,27.0,77.6,17.58
DEL_04088,ORD_04088,DRV_0037,5.75,34.0,63.3,9.67
DEL_04089,ORD_04089,DRV_0231,3.08,9.0,46.4,27.69
DEL_04090,ORD_04090,DRV_0183,4.71,25.0,58.5,21.63
DEL_04091,ORD_04091,DRV_0292,5.97,17.0,73.4,26.73
DEL_04092,ORD_04092,DRV_0246,11.68,24.0,85.3,29.14
DEL_04093,ORD_04093,DRV_0010,4.79,17.0,53.8,54.19
DEL_04094,ORD_04094,DRV_0070,6.23,31.0,97.3,24.45
DEL_04095,ORD_04095,DRV_0237,3.36,20.0,38.7,30.61
DEL_04096,ORD_04096,DRV_0464,6.92,6.0,65.3,9.55
DEL_04097,ORD_04097,DRV_0118,7.32,19.0,59.6,24.27
DEL_04098,ORD_04098,DRV_0217,7.12,28.0,81.6,23.39
DEL_04099,ORD_04099,DRV_0191,4.42,25.0,83.7,26.36
DEL_04100,ORD_04100,DRV_0418,4.77,22.0,41.6,59.57
DEL_04101,ORD_04101,DRV_0351,4.67,24.0,76.0,13.61
DEL_04102,ORD_04102,DRV_0239,2.11,22.0,37.0,21.18
DEL_04103,ORD_04103,DRV_0328,5.91,26.0,69.5,28.3
DEL_04104,ORD_04104,DRV_0401,2.0,12.0,43.2,8.81
DEL_04105,ORD_04105,DRV_0379,4.93,21.0,71.8,34.84
DEL_04106,ORD_04106,DRV_0317,4.39,20.0,49.7,12.52
DEL_04107,ORD_04107,DRV_0206,8.31,12.0,67.5,18.29
DEL_04108,ORD_04108,DRV_0222,4.23,26.0,76.6,26.05
DEL_04109,ORD_04109,DRV_0146,10.23,19.0,81.3,11.78
DEL_04110,ORD_04110,DRV_0189,3.89,21.0,59.5,27.95
DEL_04111,ORD_04111,DRV_0238,2.05,20.0,38.8,27.69
DEL_04112,ORD_04112,DRV_0292,0.96,29.0,48.1,60.25
DEL_04113,ORD_04113,DRV_0469,10.67,11.0,52.9,17.69
DEL_04114,ORD_04114,DRV_0437,1.82,12.0,47.0,42.25
DEL_04115,ORD_04115,DRV_0223,4.47,16.0,53.5,7.17
DEL_04116,ORD_04116,DRV_0246,2.32,37.0,59.6,26.04
DEL_04117,ORD_04117,DRV_0247,7.18,25.0,84.4,29.04
DEL_04118,ORD_04118,DRV_0417,4.0,28.0,56.9,31.0
DEL_04119,ORD_04119,DRV_0407,0.5,26.0,42.7,21.09
DEL_04120,ORD_04120,DRV_0448,10.53,32.0,105.7,22.32
DEL_04121,ORD_04121,DRV_0038,2.67,12.0,35.7,15.61
DEL_04122,ORD_04122,DRV_0453,4.56,13.0,39.2,21.88
DEL_04123,ORD_04123,DRV_0207,4.36,24.0,69.2,19.82
DEL_04124,ORD_04124,DRV_0414,1.85,31.0,55.0,27.21
DEL_04125,ORD_04125,DRV_0400,7.62,29.0,77.0,3.23
DEL_04126,ORD_04126,DRV_0438,1.88,22.0,51.7,18.42
DEL_04127,ORD_04127,DRV_0187,10.6,21.0,85.6,49.59
DEL_04128,ORD_04128,DRV_0360,4.76,31.0,64.0,21.3
DEL_04129,ORD_04129,DRV_0477,3.81,22.0,58.5,13.56
DEL_04130,ORD_04130,DRV_0092,4.37,29.0,65.5,22.85
DEL_04131,ORD_04131,DRV_0006,3.55,24.0,52.8,37.28
DEL_04132,ORD_04132,DRV_0133,5.52,11.0,64.3,24.55
DEL_04133,ORD_04133,DRV_0486,1.94,19.0,52.7,45.58
DEL_04134,ORD_04134,DRV_0473,11.12,34.0,99.4,13.12
DEL_04135,ORD_04135,DRV_0092,4.29,21.0,71.5,7.41
DEL_04136,ORD_04136,DRV_0001,4.56,20.0,42.5,26.93
DEL_04137,ORD_04137,DRV_0270,3.43,31.0,57.6,54.46
DEL_04138,ORD_04138,DRV_0083,5.73,7.0,69.0,15.3
DEL_04139,ORD_04139,DRV_0287,5.89,32.0,78.2,30.89
DEL_04140,ORD_04140,DRV_0179,6.18,25.0,83.9,10.01
DEL_04141,ORD_04141,DRV_0377,1.98,11.0,28.8,19.0
DEL_04142,ORD_04142,DRV_0335,1.53,35.0,52.7,21.31
DEL_04143,ORD_04143,DRV_0147,8.16,24.0,78.3,45.33
DEL_04144,ORD_04144,DRV_0102,9.57,33.0,96.9,17.85
DEL_04145,ORD_04145,DRV_0288,2.15,18.0,46.7,23.77
DEL_04146,ORD_04146,DRV_0313,2.7,29.0,53.5,24.41
DEL_04147,ORD_04147,DRV_0031,1.44,15.0,47.8,22.6
DEL_04148,ORD_04148,DRV_0314,5.32,40.0,67.9,19.79
DEL_04149,ORD_04149,DRV_0485,3.3,19.0,60.6,14.99
DEL_04150,ORD_04150,DRV_0154,1.8,26.0,42.7,28.77
DEL_04151,ORD_04151,DRV_0048,1.09,18.0,40.2,10.49
DEL_04152,ORD_04152,DRV_0379,2.74,35.0,57.2,40.57
DEL_04153,ORD_04153,DRV_0041,3.81,36.0,57.1,15.19
DEL_04154,ORD_04154,DRV_0153,1.41,19.0,35.8,21.55
DEL_04155,ORD_04155,DRV_0431,2.09,22.0,46.8,4.44
DEL_04156,ORD_04156,DRV_0182,10.17,24.0,79.3,28.94
DEL_04157,ORD_04157,DRV_0232,1.49,20.0,45.5,35.15
DEL_04158,ORD_04158,DRV_0121,2.94,25.0,67.8,22.13
DEL_04159,ORD_04159,DRV_0185,2.86,13.0,36.5,8.03
DEL_04160,ORD_04160,DRV_0456,7.08,17.0,58.7,45.62
DEL_04161,ORD_04161,DRV_0317,0.64,17.0,52.6,13.41
DEL_04162,ORD_04162,DRV_0388,6.74,28.0,55.9,36.57
DEL_04163,ORD_04163,DRV_0415,14.28,36.0,100.7,19.31
DEL_04164,ORD_04164,DRV_0120,4.44,35.0,52.8,27.61
DEL_04165,ORD_04165,DRV_0352,7.01,19.0,83.4,20.33
DEL_04166,ORD_04166,DRV_0226,8.33,13.0,55.4,61.63
DEL_04167,ORD_04167,DRV_0112,4.23,19.0,58.1,51.27
DEL_04168,ORD_04168,DRV_0195,2.58,11.0,45.0,26.6
DEL_04169,ORD_04169,DRV_0297,3.96,33.0,58.5,38.82
DEL_04170,ORD_04170,DRV_0026,5.97,14.0,64.9,31.62
DEL_04171,ORD_04171,DRV_0452,2.85,28.0,59.7,25.01
DEL_04172,ORD_04172,DRV_0194,0.5,29.0,53.2,39.79
DEL_04173,ORD_04173,DRV_0019,2.11,38.0,59.1,26.68
DEL_04174,ORD_04174,DRV_0343,4.86,15.0,72.3,28.88
DEL_04175,ORD_04175,DRV_0025,4.71,16.0,52.4,23.35
DEL_04176,ORD_04176,DRV_0047,2.01,19.0,42.7,20.12
DEL_04177,ORD_04177,DRV_0199,2.94,27.0,64.7,71.72
DEL_04178,ORD_04178,DRV_0264,1.07,32.0,70.5,24.32
DEL_04179,ORD_04179,DRV_0003,3.68,23.0,68.3,18.04
DEL_04180,ORD_04180,DRV_0471,3.05,36.0,58.5,32.71
DEL_04181,ORD_04181,DRV_0239,3.34,18.0,57.9,40.8
DEL_04182,ORD_04182,DRV_0289,13.77,45.0,105.6,23.91
DEL_04183,ORD_04183,DRV_0368,4.47,34.0,74.2,14.9
DEL_04184,ORD_04184,DRV_0412,1.52,32.0,50.4,32.04
DEL_04185,ORD_04185,DRV_0022,5.22,31.0,65.3,12.57
DEL_04186,ORD_04186,DRV_0355,3.38,27.0,64.3,30.13
DEL_04187,ORD_04187,DRV_0354,2.4,11.0,43.8,20.27
DEL_04188,ORD_04188,DRV_0030,3.91,28.0,55.2,28.06
